transaction_id,transaction_date,customer_id,customer_gender,customer_age_group,customer_segment,product_id,product_name,category,brand,quantity,unit_price,discount_pct,sales_amount,payment_method,sales_channel,region
T0000985,5/13/2024,C014134,Male,55+,Returning,P1049,Moisturizer,Beauty,Brand 1,2,275.62,0,551.24,Cash,Mobile App,South
T0000140,5/14/2024,C002954,Female,35-44,VIP,P1094,Toy Car,Toys,Brand 1,2,282.83,10,509.09,Debit Card,Online,South
T0000507,5/14/2024,C006921,Other,18-24,Returning,P1094,Toy Car,Toys,Brand 1,1,282.83,0,282.83,Credit Card,In-Store,North
T0000914,5/14/2024,C000570,Female,35-44,Loyal,P1015,Bluetooth Speaker,Electronics,Brand 3,1,95,0,95,Cash,Online,West
T0000290,5/15/2024,C016819,Female,45-54,New,P1059,Sunscreen,Beauty,Brand 2,1,27.39,0,27.39,Gift Card,In-Store,East
T0000703,5/15/2024,C011016,Male,45-54,New,P1019,Jeans,Clothing,Brand 1,1,218.81,0,218.81,Gift Card,In-Store,East
T0000880,5/15/2024,C015529,Female,45-54,VIP,P1120,Children Book,Books,Brand 3,1,271.97,0,271.97,Credit Card,In-Store,South
T0000285,5/16/2024,C015670,Male,45-54,Loyal,P1029,Sneakers,Clothing,Brand 2,2,298.25,0,596.5,PayPal,Mobile App,Central
T0000541,5/16/2024,C004528,Female,55+,Loyal,P1104,Building Blocks,Toys,Brand 2,2,256.74,0,513.48,Gift Card,In-Store,Central
T0000676,5/17/2024,C008215,Male,45-54,VIP,P1046,Shampoo,Beauty,Brand 1,1,332.95,10,299.65,Gift Card,In-Store,Central
T0000653,5/18/2024,C022860,Other,25-34,VIP,P1057,Perfume,Beauty,Brand 3,5,48.8,25,183,Gift Card,In-Store,Central
T0000694,5/18/2024,C009891,Male,35-44,Returning,P1067,Cookware Set,Home,Brand 1,1,74.76,0,74.76,Debit Card,In-Store,North
T0000724,5/18/2024,C014093,Male,55+,Returning,P1117,Textbook,Books,Brand 3,2,402.82,0,805.64,Cash,Online,Central
T0000120,5/19/2024,C002288,Female,45-54,Loyal,P1066,Lamp,Home,Brand 3,4,273.63,0,1094.52,Gift Card,In-Store,North
T0000656,5/19/2024,C011269,Female,45-54,New,P1067,Cookware Set,Home,Brand 1,1,74.76,0,74.76,PayPal,In-Store,East
T0000405,5/20/2024,C022987,Male,25-34,VIP,P1091,Puzzle,Toys,Brand 1,2,64.2,0,128.4,Cash,Mobile App,Central
T0000721,5/20/2024,C002877,Other,45-54,Returning,P1085,Running Shoes,Sports,Brand 1,1,158.94,0,158.94,PayPal,Online,Central
T0000365,5/21/2024,C018836,Female,45-54,Returning,P1077,Yoga Mat,Sports,Brand 2,1,386.78,0,386.78,PayPal,Mobile App,Central
T0000723,5/21/2024,C019040,Other,25-34,Returning,P1084,Dumbbells,Sports,Brand 3,2,36.46,0,72.92,Cash,Mobile App,Central
T0000233,5/22/2024,C007758,Female,18-24,Loyal,P1026,Dress,Clothing,Brand 2,2,393.66,0,787.32,Gift Card,Mobile App,East
T0000316,5/23/2024,C023604,Other,45-54,Returning,P1022,Jacket,Clothing,Brand 1,1,74.05,20,59.24,Gift Card,Mobile App,North
T0000580,5/23/2024,C017650,Male,35-44,New,P1110,Cookbook,Books,Brand 2,1,43.11,0,43.11,Credit Card,Online,Central
T0000195,5/24/2024,C011463,Female,45-54,Returning,P1085,Running Shoes,Sports,Brand 1,4,158.94,10,572.18,Gift Card,Mobile App,North
T0000247,5/24/2024,C003173,Male,35-44,VIP,P1032,Milk,Groceries,Brand 2,2,89.41,0,178.82,Gift Card,In-Store,South
T0000170,5/26/2024,C018558,Other,45-54,New,P1112,Notebook,Books,Brand 1,1,84.8,0,84.8,Debit Card,Mobile App,North
T0000930,5/26/2024,C012938,Female,55+,New,P1016,T-Shirt,Clothing,Brand 1,3,95.79,15,244.26,Debit Card,Online,East
T0000245,5/27/2024,C010243,Other,35-44,Loyal,P1078,Yoga Mat,Sports,Brand 3,1,41.65,5,39.57,PayPal,Online,East
T0000328,5/27/2024,C024650,Other,45-54,New,P1076,Yoga Mat,Sports,Brand 1,2,365.86,0,731.72,Cash,Online,Central
T0000474,5/27/2024,C020259,Other,45-54,New,P1052,Lipstick,Beauty,Brand 1,1,388.69,0,388.69,PayPal,In-Store,South
T0000780,5/27/2024,C020216,Female,35-44,VIP,P1029,Sneakers,Clothing,Brand 2,1,298.25,5,283.34,Debit Card,Mobile App,East
T0000911,5/27/2024,C000423,Male,55+,Loyal,P1106,Novel,Books,Brand 1,1,128.4,0,128.4,Cash,In-Store,West
T0000313,5/29/2024,C000532,Female,55+,VIP,P1095,Toy Car,Toys,Brand 2,1,386.63,20,309.3,Cash,Online,South
T0000907,5/29/2024,C010476,Female,25-34,Loyal,P1008,Laptop,Electronics,Brand 2,1,433.76,5,412.07,Debit Card,Online,East
T0000153,5/31/2024,C019530,Male,35-44,Returning,P1043,Cereal,Groceries,Brand 1,1,22.02,0,22.02,Debit Card,Mobile App,East
T0000999,5/31/2024,C004052,Female,18-24,Returning,P1109,Cookbook,Books,Brand 1,1,118.26,5,112.35,Cash,Online,South
T0000773,6/1/2024,C005161,Female,18-24,New,P1035,Bread,Groceries,Brand 2,5,482.99,15,2052.71,Gift Card,Mobile App,Central
T0000490,6/2/2024,C016951,Male,18-24,VIP,P1025,Dress,Clothing,Brand 1,2,230.75,0,461.5,Cash,Mobile App,South
T0000638,6/2/2024,C015499,Male,25-34,VIP,P1103,Building Blocks,Toys,Brand 1,1,160.61,15,136.52,PayPal,Online,Central
T0000879,6/3/2024,C006694,Other,18-24,Loyal,P1064,Lamp,Home,Brand 1,1,181.59,0,181.59,PayPal,Mobile App,Central
T0000958,6/3/2024,C024460,Other,35-44,VIP,P1031,Milk,Groceries,Brand 1,2,305.73,0,611.46,PayPal,In-Store,North
T0000996,6/3/2024,C018209,Other,45-54,New,P1098,Board Game,Toys,Brand 2,1,216.63,0,216.63,Debit Card,Online,North
T0000829,6/4/2024,C022940,Female,45-54,New,P1035,Bread,Groceries,Brand 2,2,482.99,0,965.98,Gift Card,Mobile App,West
T0000085,6/5/2024,C014271,Male,55+,Loyal,P1091,Puzzle,Toys,Brand 1,1,64.2,0,64.2,Gift Card,Mobile App,West
T0000348,6/6/2024,C023437,Female,45-54,New,P1085,Running Shoes,Sports,Brand 1,3,158.94,0,476.82,PayPal,Mobile App,West
T0000674,6/6/2024,C022982,Other,18-24,Returning,P1083,Dumbbells,Sports,Brand 2,5,168.79,0,843.95,PayPal,Online,East
T0000167,6/7/2024,C021520,Female,25-34,New,P1028,Sneakers,Clothing,Brand 1,1,259.55,20,207.64,Cash,Mobile App,East
T0000553,6/7/2024,C001309,Male,35-44,New,P1091,Puzzle,Toys,Brand 1,1,64.2,5,60.99,Gift Card,Mobile App,East
T0000696,6/8/2024,C004536,Female,35-44,Returning,P1046,Shampoo,Beauty,Brand 1,2,332.95,10,599.31,Debit Card,In-Store,East
T0000384,6/10/2024,C014461,Female,18-24,VIP,P1119,Children Book,Books,Brand 2,2,446.82,0,893.64,Debit Card,Mobile App,South
T0000501,6/11/2024,C016043,Male,25-34,VIP,P1098,Board Game,Toys,Brand 2,3,216.63,25,487.42,PayPal,In-Store,West
T0000248,6/12/2024,C010730,Other,35-44,Returning,P1111,Cookbook,Books,Brand 3,3,148.43,20,356.23,Debit Card,In-Store,Central
T0000438,6/12/2024,C003282,Male,25-34,Loyal,P1030,Sneakers,Clothing,Brand 3,1,27.99,0,27.99,Gift Card,Mobile App,North
T0000521,6/12/2024,C003399,Female,55+,VIP,P1109,Cookbook,Books,Brand 1,2,118.26,0,236.52,Gift Card,Mobile App,West
T0000572,6/13/2024,C006030,Male,55+,Loyal,P1019,Jeans,Clothing,Brand 1,1,218.81,0,218.81,Debit Card,Online,South
T0000238,6/14/2024,C010573,Other,25-34,Loyal,P1022,Jacket,Clothing,Brand 1,3,74.05,0,222.15,Gift Card,In-Store,North
T0000824,6/14/2024,C002425,Female,18-24,VIP,P1033,Milk,Groceries,Brand 3,2,37.2,0,74.4,PayPal,In-Store,North
T0000912,6/15/2024,C003357,Male,25-34,Returning,P1044,Cereal,Groceries,Brand 2,2,455.11,10,819.2,Debit Card,Mobile App,Central
T0000730,6/16/2024,C006333,Male,18-24,VIP,P1018,T-Shirt,Clothing,Brand 3,2,264.75,0,529.5,Credit Card,In-Store,West
T0000357,6/17/2024,C024265,Male,55+,Returning,P1087,Running Shoes,Sports,Brand 3,1,366.16,0,366.16,Gift Card,Online,East
T0000527,6/18/2024,C002454,Female,35-44,Returning,P1112,Notebook,Books,Brand 1,2,84.8,0,169.6,Cash,In-Store,North
T0000764,6/18/2024,C018710,Other,45-54,Returning,P1108,Novel,Books,Brand 3,1,379,15,322.15,Gift Card,Online,East
T0000736,6/19/2024,C013844,Female,55+,New,P1060,Sunscreen,Beauty,Brand 3,2,166.04,30,232.46,Gift Card,Online,West
T0000340,6/20/2024,C014244,Female,45-54,Loyal,P1009,Laptop,Electronics,Brand 3,2,302.55,20,484.08,PayPal,Online,East
T0000369,6/20/2024,C002709,Other,18-24,Returning,P1063,Bedsheet,Home,Brand 3,1,415.23,0,415.23,Cash,Online,East
T0000598,6/20/2024,C023731,Other,35-44,VIP,P1034,Bread,Groceries,Brand 1,1,474.7,5,450.96,Gift Card,Mobile App,North
T0000431,6/21/2024,C018806,Female,45-54,VIP,P1007,Laptop,Electronics,Brand 1,1,33.75,10,30.38,Credit Card,In-Store,West
T0000461,6/23/2024,C020913,Female,18-24,VIP,P1027,Dress,Clothing,Brand 3,1,103.84,10,93.46,Credit Card,In-Store,West
T0000843,6/26/2024,C010994,Male,18-24,Loyal,P1076,Yoga Mat,Sports,Brand 1,1,365.86,10,329.27,Debit Card,In-Store,South
T0000979,6/26/2024,C022527,Other,35-44,Loyal,P1034,Bread,Groceries,Brand 1,1,474.7,0,474.7,Debit Card,Online,West
T0000154,6/27/2024,C003603,Other,18-24,Returning,P1103,Building Blocks,Toys,Brand 1,1,160.61,20,128.49,Credit Card,In-Store,South
T0000302,6/28/2024,C020513,Other,45-54,VIP,P1113,Notebook,Books,Brand 2,1,465.2,10,418.68,Credit Card,In-Store,West
T0000448,6/30/2024,C023883,Male,55+,VIP,P1017,T-Shirt,Clothing,Brand 2,2,155.6,20,248.96,Gift Card,Online,South
T0000050,7/2/2024,C024136,Female,45-54,Returning,P1004,Headphones,Electronics,Brand 1,2,301.34,15,512.28,Cash,Online,North
T0000321,7/2/2024,C003507,Male,55+,Returning,P1104,Building Blocks,Toys,Brand 2,1,256.74,0,256.74,Debit Card,Online,Central
T0000846,7/2/2024,C002921,Other,55+,Loyal,P1001,Smartphone,Electronics,Brand 1,2,190.4,10,342.72,PayPal,Mobile App,West
T0000878,7/2/2024,C009450,Male,18-24,Returning,P1115,Textbook,Books,Brand 1,2,318.53,0,637.06,Cash,Online,South
T0000169,7/3/2024,C008955,Other,35-44,Loyal,P1004,Headphones,Electronics,Brand 1,1,301.34,0,301.34,Cash,Online,South
T0000346,7/3/2024,C022339,Other,18-24,VIP,P1070,Storage Box,Home,Brand 1,5,493.51,15,2097.42,Debit Card,In-Store,East
T0000986,7/3/2024,C013387,Male,18-24,Loyal,P1054,Lipstick,Beauty,Brand 3,2,447.94,25,671.91,Cash,Online,Central
T0000200,7/4/2024,C022704,Other,25-34,VIP,P1021,Jeans,Clothing,Brand 3,5,307.87,0,1539.35,Credit Card,In-Store,East
T0000666,7/4/2024,C006298,Female,45-54,New,P1061,Bedsheet,Home,Brand 1,1,197.4,5,187.53,Credit Card,Mobile App,South
T0000980,7/5/2024,C012895,Female,55+,Returning,P1048,Shampoo,Beauty,Brand 3,5,262.43,10,1180.94,Credit Card,Online,Central
T0000997,7/6/2024,C001176,Female,35-44,Returning,P1030,Sneakers,Clothing,Brand 3,1,27.99,20,22.39,PayPal,In-Store,North
T0000717,7/9/2024,C006517,Other,45-54,New,P1012,Smartwatch,Electronics,Brand 3,2,485.11,20,776.18,Credit Card,Online,Central
T0000463,7/10/2024,C014608,Male,35-44,VIP,P1048,Shampoo,Beauty,Brand 3,3,262.43,5,747.93,PayPal,In-Store,South
T0000956,7/10/2024,C018903,Female,25-34,VIP,P1111,Cookbook,Books,Brand 3,1,148.43,0,148.43,Cash,Mobile App,Central
T0000441,7/11/2024,C016130,Other,35-44,Returning,P1073,Towel,Home,Brand 1,1,7.73,0,7.73,PayPal,Online,North
T0000309,7/13/2024,C024297,Male,45-54,Returning,P1028,Sneakers,Clothing,Brand 1,1,259.55,15,220.62,Gift Card,Mobile App,South
T0000278,7/16/2024,C003692,Female,25-34,VIP,P1035,Bread,Groceries,Brand 2,1,482.99,30,338.09,Cash,Mobile App,South
T0000480,7/16/2024,C006578,Male,25-34,New,P1023,Jacket,Clothing,Brand 2,1,149.61,25,112.21,PayPal,Online,East
T0000909,7/17/2024,C020580,Male,18-24,Returning,P1066,Lamp,Home,Brand 3,1,273.63,15,232.59,Gift Card,In-Store,East
T0000416,7/19/2024,C024002,Other,25-34,Returning,P1099,Board Game,Toys,Brand 3,2,17.58,5,33.4,Credit Card,In-Store,North
T0000239,7/20/2024,C020810,Other,35-44,Returning,P1033,Milk,Groceries,Brand 3,2,37.2,0,74.4,Cash,Mobile App,Central
T0000429,7/21/2024,C013127,Female,18-24,Loyal,P1017,T-Shirt,Clothing,Brand 2,1,155.6,0,155.6,Credit Card,Online,North
T0000778,7/21/2024,C023361,Other,55+,New,P1043,Cereal,Groceries,Brand 1,2,22.02,0,44.04,PayPal,Mobile App,South
T0000082,7/22/2024,C002491,Other,25-34,New,P1051,Moisturizer,Beauty,Brand 3,1,484.94,0,484.94,Cash,Mobile App,Central
T0000481,7/22/2024,C008978,Female,45-54,VIP,P1091,Puzzle,Toys,Brand 1,2,64.2,0,128.4,Credit Card,Mobile App,North
T0000920,7/23/2024,C006055,Other,35-44,New,P1076,Yoga Mat,Sports,Brand 1,2,365.86,10,658.55,Credit Card,Online,East
T0000772,7/24/2024,C006310,Female,35-44,Loyal,P1042,Coffee,Groceries,Brand 3,3,250.11,0,750.33,PayPal,Mobile App,North
T0000423,7/26/2024,C004461,Other,18-24,Returning,P1010,Smartwatch,Electronics,Brand 1,1,355.5,0,355.5,Credit Card,Online,West
T0000628,7/26/2024,C008183,Other,35-44,Returning,P1030,Sneakers,Clothing,Brand 3,1,27.99,15,23.79,Credit Card,Online,North
T0000608,7/27/2024,C013541,Other,55+,VIP,P1097,Board Game,Toys,Brand 1,5,263.75,5,1252.81,Debit Card,In-Store,Central
T0000959,7/27/2024,C013515,Female,35-44,Returning,P1082,Dumbbells,Sports,Brand 1,1,313.53,0,313.53,Cash,Mobile App,Central
T0000289,7/29/2024,C023492,Other,45-54,New,P1088,Water Bottle,Sports,Brand 1,1,320.59,0,320.59,Gift Card,In-Store,North
T0000298,7/30/2024,C002205,Male,55+,New,P1031,Milk,Groceries,Brand 1,1,305.73,20,244.58,PayPal,Mobile App,North
T0000355,7/30/2024,C017076,Female,35-44,VIP,P1059,Sunscreen,Beauty,Brand 2,2,27.39,0,54.78,Credit Card,In-Store,West
T0000375,7/30/2024,C001946,Other,35-44,Loyal,P1105,Building Blocks,Toys,Brand 3,3,454.25,25,1022.06,Gift Card,Mobile App,South
T0000774,7/30/2024,C017778,Female,55+,Loyal,P1014,Bluetooth Speaker,Electronics,Brand 2,1,110.11,20,88.09,Cash,Online,East
T0000264,7/31/2024,C018380,Female,45-54,VIP,P1067,Cookware Set,Home,Brand 1,1,74.76,5,71.02,Cash,Online,West
T0000747,7/31/2024,C001603,Male,25-34,New,P1105,Building Blocks,Toys,Brand 3,1,454.25,0,454.25,Cash,Online,South
T0000785,8/1/2024,C022743,Other,45-54,VIP,P1044,Cereal,Groceries,Brand 2,2,455.11,10,819.2,Gift Card,In-Store,Central
T0000468,8/4/2024,C006316,Male,18-24,VIP,P1022,Jacket,Clothing,Brand 1,5,74.05,0,370.25,Credit Card,Mobile App,West
T0000795,8/4/2024,C021709,Male,45-54,Returning,P1070,Storage Box,Home,Brand 1,2,493.51,5,937.67,Debit Card,Mobile App,West
T0000556,8/6/2024,C021737,Female,35-44,Loyal,P1114,Notebook,Books,Brand 3,3,405.02,0,1215.06,Cash,Online,Central
T0000250,8/8/2024,C019116,Female,18-24,New,P1031,Milk,Groceries,Brand 1,2,305.73,10,550.31,Cash,In-Store,Central
T0000640,8/8/2024,C008333,Female,18-24,VIP,P1008,Laptop,Electronics,Brand 2,2,433.76,10,780.77,Cash,In-Store,East
T0000862,8/9/2024,C019385,Female,45-54,Loyal,P1063,Bedsheet,Home,Brand 3,1,415.23,5,394.47,Credit Card,Mobile App,West
T0000393,8/10/2024,C002841,Male,25-34,New,P1111,Cookbook,Books,Brand 3,1,148.43,20,118.74,Gift Card,Mobile App,West
T0000542,8/10/2024,C006583,Male,55+,Loyal,P1081,Football,Sports,Brand 3,1,432.24,0,432.24,Cash,Mobile App,South
T0000789,8/10/2024,C004553,Other,18-24,Returning,P1012,Smartwatch,Electronics,Brand 3,1,485.11,0,485.11,Debit Card,In-Store,Central
T0000080,8/11/2024,C015239,Other,35-44,Loyal,P1073,Towel,Home,Brand 1,2,7.73,10,13.91,Debit Card,Mobile App,Central
T0000487,8/11/2024,C015293,Female,55+,VIP,P1033,Milk,Groceries,Brand 3,2,37.2,0,74.4,Gift Card,Online,North
T0000437,8/12/2024,C000961,Female,18-24,VIP,P1077,Yoga Mat,Sports,Brand 2,1,386.78,0,386.78,Gift Card,In-Store,Central
T0000439,8/12/2024,C018865,Female,35-44,Returning,P1098,Board Game,Toys,Brand 2,3,216.63,0,649.89,Debit Card,Online,Central
T0000597,8/12/2024,C013461,Other,25-34,Returning,P1022,Jacket,Clothing,Brand 1,1,74.05,15,62.94,Gift Card,Mobile App,Central
T0000892,8/13/2024,C014614,Female,18-24,Loyal,P1080,Football,Sports,Brand 2,2,62.36,0,124.72,Credit Card,Mobile App,South
T0000413,8/16/2024,C016901,Male,45-54,New,P1023,Jacket,Clothing,Brand 2,1,149.61,0,149.61,PayPal,In-Store,East
T0000528,8/16/2024,C018039,Other,45-54,VIP,P1065,Lamp,Home,Brand 2,2,144.06,0,288.12,Debit Card,Online,West
T0000207,8/17/2024,C000924,Female,18-24,Loyal,P1048,Shampoo,Beauty,Brand 3,5,262.43,0,1312.15,Debit Card,Online,North
T0000984,8/17/2024,C023383,Male,25-34,Loyal,P1016,T-Shirt,Clothing,Brand 1,1,95.79,5,91,Cash,Mobile App,West
T0000198,8/19/2024,C004508,Male,18-24,Loyal,P1025,Dress,Clothing,Brand 1,1,230.75,0,230.75,Credit Card,Mobile App,Central
T0000952,8/19/2024,C020466,Other,18-24,New,P1103,Building Blocks,Toys,Brand 1,4,160.61,0,642.44,Gift Card,In-Store,East
T0000603,8/22/2024,C015799,Female,35-44,New,P1055,Perfume,Beauty,Brand 1,5,300.96,0,1504.8,PayPal,Online,East
T0000178,8/23/2024,C016393,Other,35-44,New,P1091,Puzzle,Toys,Brand 1,1,64.2,30,44.94,PayPal,Mobile App,North
T0000314,8/23/2024,C012447,Other,25-34,VIP,P1043,Cereal,Groceries,Brand 1,1,22.02,0,22.02,Gift Card,Mobile App,East
T0000591,8/23/2024,C002527,Other,35-44,Returning,P1022,Jacket,Clothing,Brand 1,1,74.05,20,59.24,Debit Card,Online,South
T0000616,8/25/2024,C020159,Male,18-24,Loyal,P1090,Water Bottle,Sports,Brand 3,3,238.75,0,716.25,Debit Card,Mobile App,North
T0000442,8/26/2024,C019716,Male,18-24,VIP,P1008,Laptop,Electronics,Brand 2,3,433.76,10,1171.15,Credit Card,In-Store,Central
T0000604,8/26/2024,C002747,Female,55+,VIP,P1062,Bedsheet,Home,Brand 2,1,139.32,10,125.39,Cash,Online,North
T0000300,8/27/2024,C023971,Other,35-44,Loyal,P1038,Rice,Groceries,Brand 2,1,53.35,10,48.02,Debit Card,In-Store,South
T0000709,8/27/2024,C006544,Other,35-44,Returning,P1006,Headphones,Electronics,Brand 3,1,82.22,5,78.11,Credit Card,Online,North
T0000150,8/29/2024,C011885,Male,35-44,Loyal,P1057,Perfume,Beauty,Brand 3,2,48.8,10,87.84,Credit Card,In-Store,East
T0000283,8/29/2024,C002036,Other,18-24,VIP,P1089,Water Bottle,Sports,Brand 2,4,444.17,0,1776.68,Cash,Online,West
T0000786,8/29/2024,C005672,Other,18-24,VIP,P1089,Water Bottle,Sports,Brand 2,1,444.17,0,444.17,Credit Card,Mobile App,Central
T0000201,8/31/2024,C014556,Other,35-44,VIP,P1087,Running Shoes,Sports,Brand 3,1,366.16,0,366.16,Debit Card,Mobile App,South
T0000103,9/2/2024,C005696,Other,18-24,Returning,P1021,Jeans,Clothing,Brand 3,4,307.87,10,1108.33,Credit Card,In-Store,West
T0000117,9/2/2024,C023259,Male,35-44,New,P1103,Building Blocks,Toys,Brand 1,2,160.61,0,321.22,Gift Card,In-Store,North
T0000310,9/2/2024,C018091,Female,35-44,VIP,P1051,Moisturizer,Beauty,Brand 3,1,484.94,0,484.94,PayPal,Mobile App,East
T0000839,9/5/2024,C022981,Other,25-34,New,P1006,Headphones,Electronics,Brand 3,2,82.22,0,164.44,Debit Card,Mobile App,North
T0000323,9/6/2024,C022848,Male,35-44,New,P1073,Towel,Home,Brand 1,1,7.73,0,7.73,Credit Card,Online,West
T0000010,9/7/2024,C005355,Female,45-54,Loyal,P1069,Cookware Set,Home,Brand 3,1,41.9,25,31.42,Gift Card,Online,East
T0000041,9/7/2024,C012109,Female,25-34,VIP,P1113,Notebook,Books,Brand 2,2,465.2,0,930.4,Gift Card,Mobile App,East
T0000063,9/7/2024,C015570,Other,18-24,VIP,P1006,Headphones,Electronics,Brand 3,1,82.22,20,65.78,PayPal,Mobile App,Central
T0000131,9/7/2024,C017406,Female,55+,Returning,P1019,Jeans,Clothing,Brand 1,1,218.81,5,207.87,Debit Card,Online,North
T0000775,9/7/2024,C005613,Male,35-44,Loyal,P1074,Towel,Home,Brand 2,1,408.65,15,347.35,Gift Card,In-Store,North
T0000341,9/9/2024,C023623,Other,45-54,Returning,P1033,Milk,Groceries,Brand 3,2,37.2,0,74.4,PayPal,Online,South
T0000863,9/9/2024,C008121,Female,45-54,Returning,P1095,Toy Car,Toys,Brand 2,4,386.63,0,1546.52,Gift Card,Online,Central
T0000969,9/9/2024,C009101,Male,35-44,VIP,P1088,Water Bottle,Sports,Brand 1,1,320.59,0,320.59,Cash,In-Store,North
T0000378,9/10/2024,C024952,Other,45-54,VIP,P1107,Novel,Books,Brand 2,1,208.14,0,208.14,Debit Card,Mobile App,East
T0000987,9/11/2024,C012113,Other,45-54,New,P1058,Sunscreen,Beauty,Brand 1,1,102.01,0,102.01,Credit Card,In-Store,South
T0000828,9/13/2024,C014611,Male,45-54,Returning,P1094,Toy Car,Toys,Brand 1,2,282.83,0,565.66,Credit Card,Online,West
T0000564,9/14/2024,C018288,Male,55+,Returning,P1102,Doll,Toys,Brand 3,1,320.02,0,320.02,Cash,In-Store,West
T0000648,9/14/2024,C024376,Other,18-24,Returning,P1085,Running Shoes,Sports,Brand 1,1,158.94,20,127.15,Debit Card,In-Store,North
T0000322,9/15/2024,C011615,Female,45-54,New,P1068,Cookware Set,Home,Brand 2,1,402.09,10,361.88,Cash,In-Store,West
T0000486,9/15/2024,C019935,Female,35-44,VIP,P1029,Sneakers,Clothing,Brand 2,4,298.25,5,1133.35,PayPal,In-Store,West
T0000510,9/15/2024,C015546,Other,25-34,Returning,P1071,Storage Box,Home,Brand 2,1,387.26,0,387.26,Credit Card,In-Store,West
T0000744,9/16/2024,C000401,Female,45-54,VIP,P1080,Football,Sports,Brand 2,1,62.36,15,53.01,Gift Card,Online,Central
T0000409,9/18/2024,C003372,Other,18-24,Returning,P1021,Jeans,Clothing,Brand 3,1,307.87,20,246.3,Gift Card,Online,North
T0000209,9/19/2024,C007067,Male,55+,VIP,P1003,Smartphone,Electronics,Brand 3,2,367.34,0,734.68,Credit Card,In-Store,South
T0000559,9/19/2024,C017703,Other,35-44,New,P1050,Moisturizer,Beauty,Brand 2,3,96.5,0,289.5,Gift Card,In-Store,Central
T0000809,9/20/2024,C000466,Other,18-24,Returning,P1110,Cookbook,Books,Brand 2,1,43.11,0,43.11,Gift Card,Mobile App,South
T0000352,9/21/2024,C007275,Other,55+,Returning,P1013,Bluetooth Speaker,Electronics,Brand 1,1,417.06,0,417.06,PayPal,In-Store,West
T0000712,9/21/2024,C017984,Female,55+,Returning,P1097,Board Game,Toys,Brand 1,1,263.75,0,263.75,Credit Card,In-Store,Central
T0000406,9/22/2024,C005472,Female,25-34,Loyal,P1101,Doll,Toys,Brand 2,1,20.56,15,17.48,Credit Card,Online,East
T0000992,9/23/2024,C005567,Other,45-54,Loyal,P1023,Jacket,Clothing,Brand 2,1,149.61,5,142.13,PayPal,Online,North
T0000038,9/24/2024,C006694,Other,35-44,Returning,P1041,Coffee,Groceries,Brand 2,1,65.41,0,65.41,Cash,In-Store,South
T0000311,9/24/2024,C011785,Other,45-54,VIP,P1040,Coffee,Groceries,Brand 1,1,222.88,0,222.88,Credit Card,Mobile App,West
T0000607,9/24/2024,C017568,Female,55+,Loyal,P1033,Milk,Groceries,Brand 3,1,37.2,30,26.04,Gift Card,In-Store,West
T0000650,9/25/2024,C020254,Male,18-24,VIP,P1014,Bluetooth Speaker,Electronics,Brand 2,1,110.11,20,88.09,Cash,Online,South
T0000513,9/26/2024,C017143,Male,35-44,VIP,P1026,Dress,Clothing,Brand 2,1,393.66,15,334.61,Cash,Online,North
T0000252,9/27/2024,C023839,Female,45-54,Loyal,P1113,Notebook,Books,Brand 2,1,465.2,0,465.2,Credit Card,In-Store,North
T0000995,9/27/2024,C016941,Female,45-54,Returning,P1107,Novel,Books,Brand 2,1,208.14,30,145.7,Cash,Mobile App,West
T0000013,9/28/2024,C004576,Male,55+,Loyal,P1019,Jeans,Clothing,Brand 1,1,218.81,0,218.81,Gift Card,In-Store,Central
T0000425,9/28/2024,C003930,Male,25-34,Loyal,P1060,Sunscreen,Beauty,Brand 3,1,166.04,0,166.04,Gift Card,Online,South
T0000825,9/28/2024,C005831,Female,18-24,VIP,P1034,Bread,Groceries,Brand 1,1,474.7,0,474.7,Debit Card,Mobile App,West
T0000646,9/30/2024,C019838,Other,45-54,Loyal,P1091,Puzzle,Toys,Brand 1,1,64.2,0,64.2,PayPal,In-Store,Central
T0000307,10/1/2024,C012360,Other,55+,New,P1007,Laptop,Electronics,Brand 1,2,33.75,0,67.5,Credit Card,Online,Central
T0000382,10/1/2024,C010580,Female,35-44,Returning,P1064,Lamp,Home,Brand 1,1,181.59,0,181.59,Gift Card,In-Store,East
T0000464,10/2/2024,C018490,Male,25-34,New,P1108,Novel,Books,Brand 3,1,379,0,379,Credit Card,Mobile App,East
T0000660,10/2/2024,C013531,Male,18-24,Returning,P1104,Building Blocks,Toys,Brand 2,1,256.74,5,243.9,Debit Card,In-Store,North
T0000817,10/3/2024,C008752,Male,35-44,VIP,P1043,Cereal,Groceries,Brand 1,1,22.02,0,22.02,PayPal,Mobile App,South
T0000715,10/4/2024,C021725,Other,35-44,New,P1085,Running Shoes,Sports,Brand 1,1,158.94,5,150.99,Credit Card,In-Store,West
T0000069,10/5/2024,C011006,Female,55+,New,P1031,Milk,Groceries,Brand 1,4,305.73,5,1161.77,Debit Card,Online,South
T0000174,10/6/2024,C007064,Other,18-24,Loyal,P1054,Lipstick,Beauty,Brand 3,1,447.94,15,380.75,PayPal,Online,East
T0000900,10/6/2024,C013583,Male,55+,VIP,P1082,Dumbbells,Sports,Brand 1,1,313.53,0,313.53,Gift Card,Online,South
T0000588,10/7/2024,C024311,Female,55+,Returning,P1082,Dumbbells,Sports,Brand 1,2,313.53,0,627.06,PayPal,Mobile App,West
